Timestamp,Name:,Roll Number:,Department,What is your sleeping pattern?,What is your study habit preference?,What kind of sleeping environment do you prefer?,What is your food preference?,Are you comfortable sharing a room with someone with a different food habit?,Do you consider yourself more of an:,Do you have any health conditions or allergies your roommate should know? (If no enter 'Nil'),How open are you to adjusting if you don’t get roomate of similar choice?
10/18/2025 16:54:00,Vignesh R,24PHY940,Physics,After 12 AM,I prefer studying in silence,Complete silence,Vegetarian,No,Extrovert,No,Very flexible
10/12/2025 08:13:00,Mohan Das,24MEC120,Mechanical,10 PM – 12 AM,I prefer group study,"Complete silence, Complete darkness",Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/07/2025 16:08:00,Varun Kumar,24IT318,IT,Before 10 PM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/16/2025 01:45:00,Vinoth Kumar,24CSE414,CSE,Before 10 PM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/08/2025 16:53:00,Mathesh R,24IT643,IT,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/13/2025 08:16:00,Aravind Raj,24BIO298,Biotechnology,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/08/2025 04:25:00,Karthikeyan A,24EEE314,EEE,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Vegan,Yes,Ambivert,Diabetes,Somewhat flexible
10/10/2025 08:23:00,Sivakumar P,24IT788,IT,After 12 AM,I prefer group study,Complete silence,Non-Vegetarian,No,Ambivert,Dust allergy,Somewhat flexible
10/12/2025 12:00:00,Nandhakumar,24EEE695,EEE,10 PM – 12 AM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/08/2025 15:43:00,Dinesh S,24EIE850,EIE,After 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,No,Ambivert,No,Very flexible
10/15/2025 19:53:00,Vinoth Kumar,24EEE718,EEE,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/13/2025 12:42:00,Harish G,24ECE710,ECE,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Dust allergy,Very flexible
10/15/2025 04:05:00,Kamalakannan,24MEC185,Mechatronics,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/11/2025 23:28:00,Ajay Kumar,24CSE590,CSE,After 12 AM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Introvert,Nil,Very flexible
10/01/2025 19:43:00,Ashok Kumar,24BIO649,Biotechnology,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/10/2025 12:48:00,Anbarasan,24BIO142,Biotechnology,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,NIL,Very flexible
10/02/2025 07:44:00,Sundar P,24CSE810,CSE,After 12 AM,I prefer group study,"Flexible, can adjust",Vegan,Yes,Ambivert,None,Somewhat flexible
10/18/2025 16:49:00,Vimal Raj,24CSE183,CSE,10 PM – 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Introvert,NIL,Very flexible
10/07/2025 05:03:00,Vasanth Kumar,24AIM710,AIML,Before 10 PM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/19/2025 03:08:00,Madhan Kumar,24PHY460,Physics,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/21/2025 14:53:00,Sathya Narayanan,24EEE516,EEE,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Extrovert,None,Very flexible
10/16/2025 08:24:00,Ajith Kumar,24BIO579,Biotechnology,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,NIL,Somewhat flexible
10/07/2025 23:02:00,Sivaranjan,24MEC538,Mechanical,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,No,Extrovert,Asthma,Somewhat flexible
10/10/2025 22:24:00,Sathya Narayanan,24CSE846,CSE,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Vegan,Yes,Ambivert,Dust allergy,Very flexible
10/10/2025 01:24:00,Yuvaraj,24CHE804,Chemistry,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/15/2025 09:21:00,Saran Raj,24EIE676,EIE,After 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/07/2025 06:41:00,Prasanna Kumar,24PHY234,Physics,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/05/2025 08:46:00,Prem Kumar,24PHY707,Physics,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",No preference,Yes,Introvert,Nil,Somewhat flexible
10/16/2025 04:58:00,Lokeshwaran,24MEC268,Mechatronics,After 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Extrovert,Dust allergy,Very flexible
10/16/2025 19:59:00,Sathish Kumar,24CSE765,CSE,10 PM – 12 AM,I prefer studying in silence,Complete darkness,Vegan,Yes,Introvert,Asthma,Very flexible
10/13/2025 07:08:00,Pandi Kumar,24CSE977,CSE,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/06/2025 13:31:00,Nithesh,24CHE189,Chemistry,After 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/13/2025 07:32:00,Surya Narayanan,24MEC993,Mechatronics,After 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/04/2025 14:11:00,Lokesh P,24CSE158,CSE,10 PM – 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Extrovert,NIL,Very flexible
10/01/2025 08:42:00,Rajeshwaran,24EEE778,EEE,After 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/21/2025 11:12:00,Ragul Deep,24EIE852,EIE,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,No preference,Yes,Ambivert,Nil,Very flexible
10/16/2025 07:35:00,Yuvaraj,24AIM968,AIML,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/20/2025 04:01:00,Kavin Kumar,24EEE623,EEE,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/03/2025 16:26:00,Varun Kumar,24CSE601,CSE,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/04/2025 01:08:00,Sivakumar P,24EEE770,EEE,Before 10 PM,I prefer group study,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Ambivert,No,Very flexible
10/10/2025 23:28:00,Muthukumar S,24PHY335,Physics,10 PM – 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/09/2025 16:15:00,Vimal Raj,24ECE205,ECE,After 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/13/2025 07:36:00,Karthick Raj,24ECE578,ECE,After 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/02/2025 12:42:00,Prem Kumar,24BIO533,Biotechnology,After 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,No,Introvert,Nil,Somewhat flexible
10/14/2025 17:36:00,Yuvaraj,24AIM280,AIML,After 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/14/2025 05:18:00,Sathish Kumar,24EIE132,EIE,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,No,Very flexible
10/13/2025 04:27:00,Bharath Raj,24EIE737,EIE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",No preference,Yes,Introvert,Asthma,Somewhat flexible
10/16/2025 17:01:00,Gopi Nath,24IT995,IT,After 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/20/2025 02:39:00,Yogesh Kumar,24AIM438,AIML,Before 10 PM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Diabetes,Very flexible
10/05/2025 17:22:00,Sivakumar P,24AIM344,AIML,Before 10 PM,I prefer group study,"Flexible, can adjust, Okay with some noise",No preference,Yes,Introvert,No,Very flexible
10/19/2025 00:39:00,Vimal Raj,24AIM932,AIML,10 PM – 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/21/2025 10:07:00,Manikandan S,24MEC376,Mechatronics,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,No,Ambivert,Nil,Very flexible
10/04/2025 08:08:00,Senthil Kumar,24MEC712,Mechanical,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/10/2025 07:13:00,Prasanna Kumar,24MEC500,Mechatronics,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",No preference,Yes,Introvert,Asthma,Very flexible
10/13/2025 21:22:00,Vijay Kumar,24CHE502,Chemistry,Before 10 PM,I prefer studying in silence,Complete darkness,Vegan,No,Ambivert,None,Very flexible
10/07/2025 14:31:00,Prem Kumar,24ECE654,ECE,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,No,Extrovert,Nil,Somewhat flexible
10/15/2025 03:30:00,Dinesh S,24MEC558,Mechatronics,Before 10 PM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/02/2025 17:52:00,Suresh Babu,24ECE310,ECE,Before 10 PM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,None,Very flexible
10/05/2025 09:20:00,Ranjith Kumar,24IT916,IT,After 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Nil,Very flexible
10/21/2025 13:13:00,Kumaravel S,24EEE384,EEE,10 PM – 12 AM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,No,Introvert,None,Somewhat flexible
10/19/2025 18:17:00,Jagadeesh,24MEC198,Mechatronics,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",No preference,Yes,Introvert,Dust allergy,Very flexible
10/20/2025 16:12:00,Sanjay Kumar,24ECE965,ECE,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,No,Ambivert,No,Very flexible
10/06/2025 09:39:00,Lokeshwaran,24MEC882,Mechatronics,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/13/2025 18:08:00,Selvakumar R,24EEE799,EEE,After 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/13/2025 02:23:00,Nithesh,24BIO481,Biotechnology,10 PM – 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,No,Introvert,None,Somewhat flexible
10/07/2025 03:08:00,Saravanan M,24EIE845,EIE,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Vegetarian,Yes,Extrovert,None,Somewhat flexible
10/12/2025 11:46:00,Ragul Raj,24ECE529,ECE,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Extrovert,Asthma,Somewhat flexible
10/02/2025 03:12:00,Elango,24CHE577,Chemistry,10 PM – 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Introvert,No,Somewhat flexible
10/16/2025 20:28:00,Nandhakumar,24AIM435,AIML,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,No,Ambivert,NIL,Very flexible
10/13/2025 13:45:00,Madhan Kumar,24AIM426,AIML,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,No preference,No,Introvert,Diabetes,Very flexible
10/11/2025 13:22:00,Vasanth Kumar,24MEC166,Mechanical,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/19/2025 17:01:00,Karthick Raj,24PHY701,Physics,After 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Introvert,Nil,Somewhat flexible
10/13/2025 21:26:00,Siva Prakash,24BIO900,Biotechnology,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Vegan,Yes,Introvert,Nil,Very flexible
10/18/2025 03:03:00,Kumaravel S,24CHE595,Chemistry,After 12 AM,I prefer group study,Complete silence,No preference,Yes,Ambivert,Dust allergy,Very flexible
10/18/2025 16:33:00,Karthikeyan A,24AIM869,AIML,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Extrovert,Asthma,Somewhat flexible
10/08/2025 15:56:00,Vimal Raj,24ECE286,ECE,Before 10 PM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/07/2025 03:46:00,Yogesh Kumar,24BIO680,Biotechnology,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,No preference,Yes,Ambivert,No,Very flexible
10/21/2025 04:44:00,Nithesh,24IT242,IT,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,No,Introvert,Dust allergy,Very flexible
10/10/2025 16:58:00,Vasanth Kumar,24MEC362,Mechatronics,Before 10 PM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,Nil,Somewhat flexible
10/17/2025 22:51:00,Ajith Kumar,24PHY708,Physics,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,No,Introvert,Diabetes,Very flexible
10/12/2025 10:17:00,Gopi Nath,24CHE569,Chemistry,After 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/11/2025 19:54:00,Praveen Kumar,24MEC171,Mechatronics,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/13/2025 19:01:00,Madhan Kumar,24AIM779,AIML,Before 10 PM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,No,Ambivert,Nil,Somewhat flexible
10/07/2025 23:44:00,Vinoth Kumar,24MEC626,Mechanical,Before 10 PM,I’m okay with mild background noise/music,Complete silence,Vegan,Yes,Introvert,Dust allergy,Very flexible
10/12/2025 10:24:00,Prasanna Kumar,24CHE517,Chemistry,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/21/2025 21:53:00,Pandi Kumar,24MEC172,Mechanical,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Ambivert,NIL,Very flexible
10/19/2025 16:49:00,Logesh Kumar,24IT535,IT,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/11/2025 17:55:00,Ranjith Kumar,24MEC614,Mechatronics,10 PM – 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,No,Introvert,NIL,Very flexible
10/05/2025 02:46:00,Nithesh,24IT652,IT,Before 10 PM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Extrovert,Diabetes,Very flexible
10/12/2025 10:15:00,Saravanan M,24BIO507,Biotechnology,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/21/2025 02:02:00,Prem Kumar,24EEE315,EEE,Before 10 PM,I prefer group study,"Flexible, can adjust, Okay with some noise",No preference,Yes,Ambivert,Asthma,Very flexible
10/10/2025 02:35:00,Kavin Kumar,24AIM529,AIML,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,None,Not flexible
10/20/2025 03:44:00,Bala Subramani,24ECE395,ECE,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,No,Introvert,NIL,Somewhat flexible
10/09/2025 11:09:00,Nandhakumar,24MEC518,Mechanical,Before 10 PM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,No,Ambivert,None,Very flexible
10/11/2025 12:43:00,Bharath Raj,24IT483,IT,After 12 AM,I’m okay with mild background noise/music,Complete silence,Vegetarian,Yes,Extrovert,Nil,Somewhat flexible
10/12/2025 03:53:00,Prasanna Kumar,24ECE643,ECE,10 PM – 12 AM,I prefer studying in silence,Complete silence,Vegetarian,Yes,Ambivert,Nil,Not flexible
10/16/2025 20:59:00,Harish G,24CSE291,CSE,Before 10 PM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/07/2025 19:21:00,Gopi Nath,24MEC147,Mechanical,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,Asthma,Very flexible
10/18/2025 04:42:00,Lokeshwaran,24MEC103,Mechanical,Before 10 PM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/04/2025 14:20:00,Yuvaraj,24BIO622,Biotechnology,Before 10 PM,I’m okay with mild background noise/music,Complete silence,Vegetarian,Yes,Extrovert,Diabetes,Very flexible
10/02/2025 15:34:00,Pandi Kumar,24EIE301,EIE,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/15/2025 19:59:00,Saran Raj,24MEC604,Mechanical,Before 10 PM,I prefer group study,Okay with some noise,Vegan,Yes,Ambivert,No,Somewhat flexible
10/04/2025 18:00:00,Ganesh Kumar,24ECE495,ECE,After 12 AM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Extrovert,Diabetes,Very flexible
10/18/2025 15:34:00,Yogesh Kumar,24ECE842,ECE,After 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,No,Ambivert,Nil,Very flexible
10/19/2025 16:52:00,Mathesh R,24CHE671,Chemistry,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/19/2025 20:13:00,Anbarasan,24ECE829,ECE,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/13/2025 10:23:00,Murugan A,24MEC308,Mechatronics,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/18/2025 01:23:00,Lokeshwaran,24MEC169,Mechanical,10 PM – 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/04/2025 08:14:00,Karthikeyan A,24EEE974,EEE,Before 10 PM,I prefer group study,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/08/2025 13:43:00,Nandhakumar,24CSE270,CSE,10 PM – 12 AM,I prefer group study,Okay with some noise,No preference,Yes,Ambivert,No,Not flexible
10/07/2025 20:13:00,Kamalakannan,24BIO155,Biotechnology,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,No preference,Yes,Introvert,Asthma,Somewhat flexible
10/06/2025 07:22:00,Sathish K,24EEE105,EEE,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/11/2025 22:32:00,Lokeshwaran,24MEC254,Mechanical,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/17/2025 02:38:00,Arun Kumar,24CHE995,Chemistry,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Vegetarian,Yes,Ambivert,Nil,Very flexible
10/10/2025 09:11:00,Naveen Raj,24CHE403,Chemistry,After 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/12/2025 01:39:00,Prem Kumar,24BIO542,Biotechnology,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Introvert,None,Very flexible
10/13/2025 11:53:00,Bala Subramani,24MEC924,Mechatronics,10 PM – 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Introvert,Asthma,Very flexible
10/05/2025 15:57:00,Varun Kumar,24EIE883,EIE,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,NIL,Somewhat flexible
10/15/2025 23:11:00,Prasanna Kumar,24MEC851,Mechanical,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,No,Somewhat flexible
10/05/2025 05:59:00,Suresh Babu,24AIM173,AIML,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/06/2025 12:04:00,Sathya Narayanan,24EEE801,EEE,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,No,Somewhat flexible
10/20/2025 18:28:00,Surya Narayanan,24ECE776,ECE,After 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,No,Ambivert,Dust allergy,Somewhat flexible
10/14/2025 00:34:00,Gokul Raj,24ECE482,ECE,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/19/2025 05:07:00,Ganesh Kumar,24ECE220,ECE,Before 10 PM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/17/2025 12:34:00,Mohanraj K,24BIO669,Biotechnology,After 12 AM,I prefer group study,Complete silence,Vegetarian,No,Ambivert,Diabetes,Somewhat flexible
10/22/2025 00:51:00,Balaji D,24EEE431,EEE,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,Asthma,Somewhat flexible
10/19/2025 00:44:00,Vijay Anand,24CSE958,CSE,Before 10 PM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,No,Introvert,NIL,Very flexible
10/19/2025 06:46:00,Sivakumar P,24IT306,IT,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/04/2025 09:27:00,Dinesh S,24ECE684,ECE,Before 10 PM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/03/2025 07:39:00,Lokeshwaran,24AIM973,AIML,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,NIL,Very flexible
10/03/2025 13:03:00,Murugan A,24MEC569,Mechatronics,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/02/2025 15:10:00,Sivaranjan,24ECE762,ECE,After 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,No,Ambivert,Dust allergy,Very flexible
10/13/2025 02:23:00,Madhan Kumar,24AIM567,AIML,Before 10 PM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Ambivert,NIL,Somewhat flexible
10/20/2025 12:20:00,Kamalakannan,24EIE810,EIE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/02/2025 15:41:00,Ravi M,24MEC632,Mechatronics,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Extrovert,Asthma,Very flexible
10/08/2025 13:58:00,Varun Kumar,24MEC397,Mechanical,Before 10 PM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/03/2025 06:52:00,Sivaranjan,24CHE237,Chemistry,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Vegan,Yes,Ambivert,No,Very flexible
10/21/2025 22:38:00,Karthick Raj,24AIM892,AIML,After 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Ambivert,NIL,Somewhat flexible
10/18/2025 15:00:00,Ragul S,24IT677,IT,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/22/2025 02:52:00,Karthik S,24ECE289,ECE,10 PM – 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,No,Ambivert,Asthma,Somewhat flexible
10/10/2025 09:11:00,Vinoth Kumar,24ECE257,ECE,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,Dust allergy,Not flexible
10/02/2025 09:37:00,Logesh Kumar,24EIE358,EIE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,No,Very flexible
10/20/2025 21:43:00,Nithesh,24ECE490,ECE,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/12/2025 07:29:00,Yogesh Kumar,24EEE734,EEE,After 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,No,Ambivert,Dust allergy,Somewhat flexible
10/21/2025 22:07:00,Vimal Raj,24EIE592,EIE,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/19/2025 19:19:00,Mathesh R,24IT768,IT,10 PM – 12 AM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/12/2025 16:59:00,Bala Subramani,24MEC947,Mechanical,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Vegetarian,No,Introvert,Diabetes,Somewhat flexible
10/15/2025 17:06:00,Dinesh S,24CHE553,Chemistry,After 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,No,Ambivert,Dust allergy,Somewhat flexible
